"Buurten (2021)";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2019";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2020";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2021";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2022"
"De Edelstenenbuurt";0;0;"";""
"Orthen";0;0;"";""
"Orthen-West";0;0;"";""
"Bedrijventerrein-Noord";"";"";"";""
"De Italiaanse Buurt";"";0;"";""
"Maasdal";0;0;"";""
"Abdijenbuurt";0;0;"";""
"Lokeren";0;0;"";""
"Maasstroom";0;0;"";""
"De Staatsliedenbuurt";0;0;"";""
"Het Zilverpark";0;0;"";""
"Maasvallei";0;0;"";""
"Maasoever";0;1;"";""
"Bedrijventerrein Maaspoort";"";"";"";""
"Oud Empel";"";0;"";""
"Boschveld";0;0;"";""
"Paleiskwartier";0;0;"";""
"Willemspoort";0;0;"";""
"Deuteren";0;0;"";""
"De Moerputten";"";0;"";""
"De Schutskamp";0;1;"";""
"De Kruiskamp";1;1;"";""
"De Rietvelden-Oost";"";"";"";""
"De Rietvelden-West";"";"";"";""
"Veemarktkwartier";"";"";"";""
"Ertveld";0;0;"";""
"Kom Engelen";1;1;"";""
"De Vutter";0;0;"";""
"HenriÃ«ttewaard";0;0;"";""
"De Haverleij";0;0;"";""
"Bokhoven";0;0;"";""
"Engelermeer";"";"";"";""
"Kom Nuland";1;1;"";""
"Bedrijventerrein Nuland";0;0;"";""
"De Lage Kant";0;0;"";""
"Heeseind";0;0;"";""
"Landelijk gebied Nuland";0;0;"";""
"Kom Vinkel";0;1;"";""
"Vinkeloord";0;0;"";""
"Landelijk gebied Vinkel";0;0;"";""
"Simpelveld";0;1;"";""
"Hulsveld";0;1;"";""
"Huls";0;0;"";""
"Molsberg-Rodeput";0;0;"";""
"Verspreide huizen";0;0;"";""
"Bocholtz";1;1;"";""
"Bocholtzerheide";0;0;"";""
"Prickart-Broek";0;0;"";""
"Baneheide";0;0;"";""
"Sint Anthonis";1;1;"";""
"Ledeacker";0;0;"";""
"Verspreide huizen Ledeacker";0;0;"";""
"Verspreide huizen Sint Anthonis";0;0;"";""
"Oploo";0;0;"";""
"Verspreide huizen Oploo";0;0;"";""
"Westerbeek";0;0;"";""
"Verspreide huizen Westerbeek";0;0;"";""
"Stevensbeek";0;0;"";""
"Verspreide huizen Stevensbeek";0;0;"";""
"Wanroij";1;1;"";""
"Verspreide huizen Wanroij's Broek";0;0;"";""
"Landhorst";0;0;"";""
"Verspreide huizen De Peel";0;0;"";""
"Sint-Michielsgestel";0;1;"";""
"Theereheide";1;1;"";""
"Venkant, Beekkant en Beekvliet";1;1;"";""
"Halder";0;0;"";""
"Verspreide huizen Theereheide en Zegenwerp";0;0;"";""
"Verspreide huizen Genenberg";0;0;"";""
"Verspreide huizen Sint-Michielsgestelse polders";0;0;"";""
"Gemonde";0;1;"";""
"Verspreide huizen ten oosten van Gemonde";0;0;"";""
"Verspreide huizen ten westen van Gemonde";0;0;"";""
"Den Dungen";1;1;"";""
"Maaskantje";0;1;"";""
"Verspreide huizen Spurk en 't Woud";0;0;"";""
"Verspreide huizen Poeldonk";0;0;"";""
"Verspreide huizen Maaskantje";0;0;"";""
"Berlicum";1;2;"";""
"Westakkers";0;0;"";""
"Westerbroek en Beekveld";1;1;"";""
"Verspreide huizen Beekveld-Hersend";0;0;"";""
"Verspreide huizen ten noorden van Berlicum";0;1;"";""
"Middelrode";0;1;"";""
"Verspreide huizen Middelrode";0;0;"";""
"Verspreide huizen Heikantse Hoeve";0;0;"";""
"Limbrichterveld";"";1;"";""
"Industrieterrein Bergerweg-Rosengarten";"";0;"";""
"Sittard-Centrum";"";"";"";""
"Sanderbout";0;0;"";""
"Ophoven";1;1;"";""
"Kollenberg-Park Leyenbroek";1;1;"";""
"Omgeving Watersley";"";"";"";""
"Overhoven";1;1;"";""
"Baandert";1;1;"";""
"Stadbroek";0;1;"";""
"Vrangendael";0;0;"";""
"Broeksittard";0;0;"";""
"Kemperkoul";2;2;"";""
"Industrieterrein Noord";"";"";"";""
"Omgeving Schwienswei";0;"";"";""
"Munstergeleen";1;2;"";""
"Wintraak";0;0;"";""
"Guttecoven";0;0;"";""
"Limbricht";1;1;"";""
"Einighausen";0;1;"";""
"Geleen-Centrum";0;1;"";""
"Geleen-Noord";1;1;"";""
"Lindenheuvel";1;2;"";""
"Geleen-Zuid";1;1;"";""
"Kluis";1;1;"";""
"Oud-Geleen en Haesselderveld";1;1;"";""
"Industriegebied D.S.M. en Graetheide";"";"";"";""
"Holtum";0;0;"";""
"Buchten";0;1;"";""
"Born";1;1;"";""
"Hondsbroek";1;1;"";""
"Graetheide";"";0;"";""
"Industriegebied";"";"";"";""
"Omgeving Limbrichterbos-Wolfrath";"";"";"";""
"Obbicht";1;1;"";""
"Papenhoven";0;0;"";""
"Grevenbicht";1;1;"";""
"Baanhoek-West";0;1;"";""
"Baanhoek-Bedrijven";"";"";"";""
"De Weren";0;0;"";""
"Benedenveer";0;0;"";""
"Baanhoek-Oost";0;0;"";""
"Prickwaert en Weresteijn";0;0;"";""
"De Hoven";"";"";"";""
"Molendijk";0;0;"";""
"Bedrijventerrein Het Plaatje";"";"";"";""
"Rivierenbuurt-Noord";0;0;"";""
"Rivierenbuurt-Zuid";0;0;"";""
"Kerkbuurt-West";0;0;"";""
"Buitenuitbreiding-West";0;0;"";""
"Bedrijventerrein Kerkerak";"";"";"";""
"Stationsweg";"";"";"";""
"Staatsliedenbuurt";0;0;"";""
"Winklerplein-Noord";0;0;"";""
"Winklerplein-Zuid";0;0;"";""
"Kerkbuurt-Oost";"";"";"";""
"Buitenuitbreiding-Oost";0;0;"";""
"Vogelbuurt-Noord";0;0;"";""
"Vogelbuurt-Zuid";0;0;"";""
"Middenveer";0;0;"";""
"Rivierdijk-West";0;0;"";""
"De Grienden";0;0;"";""
"Rivierdijk-Midden";0;0;"";""
"Rivierdijk-Oost";0;0;"";""
"Het Buitengebied";"";0;"";""
"Bedrijventerrein De Driehoek";"";"";"";""
"Bedrijventerrein Nijverwaard";"";0;"";""
"Bedrijventerrein Stationspark";0;0;"";""
"Sportpark";"";"";"";""
"Bedrijventerrein Noordoost-Kwadrant";"";"";"";""
"Sluis";0;0;"";""
"Sint Anna ter Muiden";0;0;"";""
"Verspreide huizen Sluis";0;0;"";""
"Retranchement";0;0;"";""
"Verspreide huizen Retranchement";0;0;"";""
"Aardenburg";0;1;"";""
"Verspreide huizen Aardenburg";0;0;"";""
"Eede";0;0;"";""
"Verspreide huizen Eede";0;0;"";""
"Sint Kruis";0;0;"";""
"Verspreide huizen Sint Kruis";0;0;"";""
"Oostburg";1;1;"";""
"Verspreide huizen Oostburg";0;0;"";""
"Zuidzande";0;0;"";""
"Verspreide huizen Zuidzande";0;0;"";""
"Cadzand";0;0;"";""
"Cadzand-Bad";0;0;"";""
"Verspreide huizen Cadzand";0;0;"";""
"Nieuwvliet";0;0;"";""
"Nieuwvliet-Bad-Oost en -West";"";"";"";""
"Verspreide huizen Nieuwvliet";0;0;"";""
"Groede";0;0;"";""
"Verspreide huizen Groede";0;0;"";""
"Breskens";1;1;"";""
"Verspreide huizen Breskens";0;0;"";""
"Hoofdplaat";0;0;"";""
"Nummer EÃ©n en omgeving";0;0;"";""
"Verspreide huizen Nummer EÃ©n en Slijkplaat";0;0;"";""
"Overige verspreide huizen Hoofdplaat";0;0;"";""
"IJzendijke";0;1;"";""
"Verspreide huizen IJzendijke";0;0;"";""
"Schoondijke";0;0;"";""
"Verspreide huizen Schoondijke";0;0;"";""
"Waterlandkerkje";0;0;"";""
"Verspreide huizen Waterlandkerkje";0;0;"";""
"Centrum";0;0;"";""
"De Wiken";1;1;"";""
"De Singels";1;1;"";""
"De Drait";1;2;"";""
"De Wiken-Oost";0;0;"";""
"De Venen";0;1;"";""
"De Folgeren";0;1;"";""
"De Swetten";1;1;"";""
"De Bouwen";1;1;"";""
"Noordoost";1;1;"";""
"De Haven";0;0;"";""
"Buitengebied Drachten";1;1;"";""
"De Trisken";1;1;"";""
"Fennepark";0;1;"";""
"Himsterhout";1;1;"";""
"Bedrijvenpark";"";"";"";""
"Vrijburg";0;0;"";""
"Burmaniapark";0;0;"";""
"Opeinde";0;1;"";""
"Rottevalle";0;0;"";""
"Houtigehage";0;0;"";""
"Drachtstercompagnie";0;0;"";""
"Kortehemmen";0;0;"";""
"Boornbergum";0;1;"";""
"De Wilgen";0;0;"";""
"Smalle Ee";"";0;"";""
"De Veenhoop";0;0;"";""
"GoÃ«ngahuizen";"";0;"";""
"Oudega";0;1;"";""
"Nijega";0;0;"";""
"De Tike";0;0;"";""
"Industrieterrein Soest";0;0;"";""
"'t Hart";1;1;"";""
"Soestdijk";1;1;"";""
"Klaarwater";0;0;"";""
"Pijnenburg";"";"";"";""
"Het Soesterveen";"";0;"";""
"De Grachten";"";"";"";""
"Boerenstreek";0;1;"";""
"De Eng Noord West";0;0;"";""
"De Eng";1;1;"";""
"Soest Midden";0;0;"";""
"Eemgebied";0;0;"";""
"De Eng Zuid";0;0;"";""
"Smitsveen";0;0;"";""
"De Zoom";1;1;"";""
"Wieksloot";0;0;"";""
"Hees";0;0;"";""
"Klein Engendaal";0;0;"";""
"Klein Engendaal Noord";0;0;"";""
"Soest Zuid";1;1;"";""
"De Birkt";0;0;"";""
"Soestduinen";0;0;"";""
"Duinen Gebied";0;0;"";""
"Paltz";0;0;"";""
"Vlasakkers";"";"";"";""
"Soesterberg Noord";0;0;"";""
"Soesterberg Oost";0;1;"";""
"Leusderheide";0;0;"";""
"Soesterberg Kom";1;1;"";""
"Someren";3;4;"";""
"Verspreide huizen Hoeven";0;0;"";""
"Verspreide huizen Slieven";0;0;"";""
"Lierop";1;1;"";""
"Verspreide huizen Meerven";0;0;"";""
"Verspreide huizen Hersel";0;0;"";""
"Someren-Eind";1;1;"";""
"Verspreide huizen Sluis 12/13";0;0;"";""
"Verspreide huizen Diepenhoek";0;0;"";""
"Somerense Heide";"";0;"";""
"Verspreide huizen Somerense Heide";0;0;"";""
"Verspreide huizen Lungendonk";"";0;"";""
"Son";1;2;"";""
"De Gentiaan";1;2;"";""
"Industrieterrein Ekkersrijt";0;0;"";""
"'t Zand";0;1;"";""
"Verspreide huizen Son";1;1;"";""
"Breugel";0;0;"";""
"'t Eigen en Hoogstraat";1;1;"";""
"Verspreide huizen Breugel";0;0;"";""
"Stadskanaal Centrum";0;0;"";""
"Maarsstee";0;0;"";""
"Maarswold";1;1;"";""
"Maarsveld";0;0;"";""
"De Hagen";0;0;"";""
"Vogelwijk en De Borgen";1;1;"";""
"Industriegebied Vleddermond";0;0;"";""
"Dideldom";0;0;"";""
"Parkwijk";0;1;"";""
"Stadskanaal Noord Landskant";0;0;"";""
"Stadskanaal Noord Centrum";0;0;"";""
"Stadskanaal Noord";0;0;"";""
"Waterland";0;1;"";""
"Musselkanaal Centrum";1;1;"";""
"Musselkanaal Zuid";0;0;"";""
"Musselkanaal Noord";0;0;"";""
"Ceresdorp";0;0;"";""
"Onstwedde";0;0;"";""
"Holte";0;0;"";""
"Onstwedde Buitengebied Noord";0;0;"";""
"Onstwedde Buitengebied Zuid";0;0;"";""
"Mussel";0;0;"";""
"Kopstukken";0;0;"";""
"Vledderveen";0;0;"";""
"Mussel Buitengebied";0;0;"";""
"Alteveer";0;0;"";""
"Alteveer Buitengebied";0;0;"";""
"Staphorst plan-Oost";0;0;"";""
"Staphorst plan-West";0;0;"";""
"Staphorst streek-West";0;0;"";""
"Staphorst streek-Oost";0;0;"";""
"Industrieterrein Staphorst";0;0;"";""
"Staphorst-Zuid";1;1;"";""
"Staphorst-Noord";0;0;"";""
"De Slagen";0;0;"";""
"Rouveen kern";0;0;"";""
"Rouveen Streek-Zuid";0;0;"";""
"Rouveen Streek-Noord";0;0;"";""
"Verspreide huizen Dedemsvaart";"";"";"";""
"Verspreide huizen Bisschops- en Munnikenslag";"";"";"";""
"Verspreide huizen Geerenland";"";"";"";""
"Verspreide huizen Oldmaten";"";"";"";""
"Verspreide huizen Lankhorst";"";0;"";""
"Verspreide huizen Leyen";0;0;"";""
"Verspreide huizen Berger Achthoven en omgeving";"";"";"";""
"Verspreide huizen Heidehoogten";0;"";"";""
"Verspreide huizen Rechterensweg en omgeving";0;0;"";""
"IJhorst";0;0;"";""
"Verspreide huizen IJhorst";0;0;"";""
"Verspreide huizen Punthorst";0;0;"";""
"Verspreide huizen Lankhorst";0;0;"";""
"Verspreide huizen Zwartewatersklooster en Holtrust";0;0;"";""
"Lutjebroek buitengebied noord";0;1;"";""
"Grootebroek buitengebied noord";0;1;"";""
"Bovenkarspel buitengebied noord";0;1;"";""
"Lutjebroek";0;1;"";""
"Oosterweed";0;1;"";""
"Oud Grootebroek";0;1;"";""
"Zesstedenpark";0;1;"";""
"Hooge Sluis";0;1;"";""
"Noordertocht";0;1;"";""
"Rozeboom";1;1;"";""
"Centrum";0;1;"";""
"Zuidervoert";0;1;"";""
"Oud Bovenkarpel";0;1;"";""
"CNB";0;"";"";""
"Lutjebroek buitengebied zuid";0;1;"";""
"Centrale zone Grootebroek";0;1;"";""
"Grootebroek buitengebied zuid";0;1;"";""
"Kloosterhof Monniksveld";0;1;"";""
"Waterweide";"";"";"";""
"Oostersluis";0;1;"";""
"Princenhof Grootebroek";0;1;"";""
"Princenhof Bovenkarspel";0;1;"";""
"Centrale zone Bovenkarspel";0;1;"";""
"Plan Zuid";1;1;"";""
"Broekerhaven";0;0;"";""
"Buitengebied Bovenkarspel zuid";0;0;"";""
"Steenbergen-Centrum";1;1;"";""
"Welberg";0;0;"";""
"Steenbergen-Zuid";1;1;"";""
"Steenbergen-Noord";1;1;"";""
"Industrieterrein Reinierpolder";"";0;"";""
"Graaf Hendrik- en Triangelpolder";"";0;"";""
"Westelijke polders";0;0;"";""
"Het Oudland";0;0;"";""
"Kruisland";0;1;"";""
"Kruislandse polders";0;0;"";""
"De Heen";0;0;"";""
"Heense polders";0;0;"";""
"Dinteloord";1;1;"";""
"Boompjesdijk";0;0;"";""
"Verspreide huizen in het Oosten";0;0;"";""
"Verspreide huizen in het Westen";0;0;"";""
"Nieuw-Vossemeer";0;1;"";""
"Verspreide huizen waaronder Pelsendijk en Rolaf";0;0;"";""
"Centrum Steenwijk";0;0;"";""
"Steenwijk West";0;1;"";""
"Steenwijkerdiep";0;0;"";""
"Torenlanden";0;0;"";""
"Oostwijken, De Beitel";0;0;"";""
"Clingenborgh";0;0;"";""
"Dolderkanaal";0;0;"";""
"Woldmeenthe";0;0;"";""
"Oostermeenthe";0;1;"";""
"Meentherand";"";"";"";""
"Nieuwe gagels";1;1;"";""
"De gagels";0;0;"";""
"Groot Verlaat";"";"";"";""
"Eeserwold";"";"";"";""
"Paddenpoel en Kornputkwartier";0;0;"";""
"Buitengebied Steenwijk";"";"";"";""
"Oldemarkt";1;1;"";""
"De Boterberg";"";"";"";""
"Verspreide huizen Oldemarkt";"";"";"";""
"Kalenberg";"";"";"";""
"Verspreide huizen Kalenberg";"";"";"";""
"Kuinre";0;0;"";""
"Verspreide huizen Lindedijk en Rondebroek";"";"";"";""
"Verspreide huizen Kuinre";"";"";"";""
"Kerkbuurt";"";0;"";""
"Dijkdorp Blankenham";0;0;"";""
"Buitengebied Blankenham";"";0;"";""
"Scheerwolde";0;0;"";""
"Verspreide huizen polder Gelderingen IJsselham";0;0;"";""
"Verspreide huizen Scheerwolde en Wetering";0;0;"";""
"Vollenhove";1;1;"";""
"Moespot-Leeuwte";0;0;"";""
"Schaarkampen";0;0;"";""
"Verspreide huizen Vollenhove";0;0;"";""
"Sint Jansklooster";0;0;"";""
"Verspreide huizen Sint Jansklooster";0;0;"";""
"Verspreide huizen Leeuwte (gedeeltelijk)";0;0;"";""
"Tussen Sint Jans Klooster en Heetveld";0;0;"";""
"Heetveld";0;0;"";""
"Verspreide huizen Kadoelen en omgeving";0;0;"";""
"Verspreide huizen Barsbeek";0;0;"";""
"Belt-Schutsloot";0;0;"";""
"Buitengebied Belt Schutsloot";0;0;"";""
"Wanneperveen";0;0;"";""
"Blauwehand";"";0;"";""
"Buitengebied Wanneperveen";0;0;"";""
"Ronduite";"";0;"";""
"Dinxterveen";0;0;"";""
"Roekebos";"";0;"";""
"Klosse";"";0;"";""
"Verspreide huizen Zomerdijk";0;0;"";""
"Blokzijl";0;0;"";""
"Scheepsdiep";"";"";"";""
"Verspreide huizen ten noorden van Blokzijl";"";0;"";""
"Verspreide huizen ten zuiden van Blokzijl";"";"";"";""
"Verspreide huizen polder Halfweg";"";"";"";""
"Verspreide huizen Giethoorn-Noord";"";"";"";""
"Overig Giethoorn-Noord";0;0;"";""
"Giethoorn-Noord kern";0;0;"";""
"Giethoorn-Zuid";0;0;"";""
"Verspreide huizen polder Giethoorn-Zuid";0;0;"";""
"Dwarsgracht";"";0;"";""
"Verspreide huizen Jonen";"";"";"";""
"Zuidveen";"";"";"";""
"Buitengebied Zuidveen";"";"";"";""
"Onna";0;0;"";""
"Buitengebied Onna";0;0;"";""
"Kallenkote";0;0;"";""
"Buitengebied Kallenkote";0;0;"";""
"Eesveen";0;0;"";""
"Buitengebied Eesveen";0;0;"";""
"De Bult";0;0;"";""
"Baars";0;0;"";""
"Witte Paarden";0;0;"";""
"Buitengebied Witte Paarden";0;0;"";""
"De Pol";0;0;"";""
"Willemsoord";0;0;"";""
"Buitengebied Willemsoord";0;0;"";""
"Marijenkampen";0;0;"";""
"Tuk";1;1;"";""
"Buitengebied Tuk";0;0;"";""
"Steenwijkerwold";0;0;"";""
"Buitengebied Steenwijkerwold";0;0;"";""
"Basse";0;0;"";""
"Buitengebied Basse";0;0;"";""
"Paasloo";0;0;"";""
"IJsselham";"";0;"";""
"Ossenzijl";0;0;"";""
"Buitengebied Ossenzijl";0;0;"";""
"Wetering";0;0;"";""
"Buitengebied Wetering";"";"";"";""
"Nederland";"";"";"";""
"Baarlo";"";"";"";""
"Oud-Stein";1;2;"";""
"Kerensheide";1;1;"";""
"Nieuwdorp";1;1;"";""
"Kleine Meers en Veldschuur";0;0;"";""
"Maasband";0;0;"";""
"Centrum";1;1;"";""
"Elsloo";3;3;"";""
"Meers";0;0;"";""
"Catsop";0;0;"";""
"Berg";1;1;"";""
"Urmond ten westen van Julianakanaal";0;0;"";""
"Urmond ten oosten van Julianakanaal";1;1;"";""
"Nattenhoven";0;0;"";""
"Maarsseveen";0;0;"";""
"Bethunepolder-zuid";0;0;"";""
"Otterspoorbroek";0;0;"";""
"Op Buuren";0;0;"";""
"Zandweg-Oostwaard";1;1;"";""
"Staatsliedenbuurt";0;0;"";""
"Omgeving Goudestein";"";"";"";""
"Componistenbuurt";0;0;"";""
"Lanenkwartier";0;0;"";""
"Centrum ten zuiden van de Vecht";0;0;"";""
"Reizende man";0;0;"";""
"Schilderskwartier";0;0;"";""
"Zogwetering";0;0;"";""
"Park Vechtenstein";"";"";"";""
"Zeeheldenbuurt";0;0;"";""
"Hogebrug";0;0;"";""
"Friezenbuurt";0;0;"";""
"Centrum ten noorden van de Vecht";"";"";"";""
"Begraafplaats Maarssen";"";"";"";""
"Polder Kortrijk";0;0;"";""
"Polder Breukelen Proosdij";0;0;"";""
"Polder Klein Oud Aa";0;0;"";""
"Kievitsbuurt";"";"";"";""
"Polder Breukelerwaard";"";"";"";""
"Polder Nijenrode";0;0;"";""
"Breukelen Noord";0;1;"";""
"Corridor";"";"";"";""
"Landgoed Nijenrode";"";"";"";""
"Kanaalzone Zuid Breukelen";"";"";"";""
"Scheendijk";0;0;"";""
"Broeckland";0;0;"";""
"Breukelen Zuid";0;0;"";""
"Kanaalzone Noord Breukelen";"";"";"";""
"Breukelen Midden";0;0;"";""
"Rode Dorp";"";"";"";""
"Polder Holland";0;0;"";""
"Polder Garsten";"";"";"";""
"Polder Oud Over";"";"";"";""
"Kanaalzone Loenen aan de Vecht";"";"";"";""
"Kanaalzone sector Vreeland";"";"";"";""
"Mijnden";0;0;"";""
"Hoefijzer";0;0;"";""
"Driehoven";0;0;"";""
"Oudover";0;0;"";""
"Loenen Dorpskern";"";0;"";""
"Cronenburgh";0;0;"";""
"Kerklaan";0;0;"";""
"Polder Oukoop";0;0;"";""
"Nieuwer Ter Aa";0;0;"";""
"Polder Portengen";0;0;"";""
"Polder Groot Oud Aa";0;0;"";""
"Polder Spengen";0;0;"";""
"Polder Kockengen";0;0;"";""
"Kockengen Dorp";0;0;"";""
"Portengense Brug";0;0;"";""
"Welgelegen";0;0;"";""
"Groenlust";0;0;"";""
"Vierde kwadrant Kockengen";0;0;"";""
"Hoeker Polder";0;0;"";""
"Polder Dorssewaard";0;0;"";""
"Vreeland Dorp";0;0;"";""
"Vreeland";0;0;"";""
"Molenpolder";0;0;"";""
"Bethunepolder-Noord";0;0;"";""
"Tienhoven-Oud Maarsseveen";0;0;"";""
"Polder Aetsveld";"";"";"";""
"Polder Garsten Noord";0;0;"";""
"Kanaalzone sector Nigtevecht";"";"";"";""
"Nigtevecht Dorp";0;0;"";""
"Nigtevecht Garsten";"";"";"";""
"Polder Mijnden";"";"";"";""
"Polder Angstelkade";"";"";"";""
"Polder Sticht";"";"";"";""
"Polder Het Honderd";"";0;"";""
"Nieuwersluis";0;0;"";""
"Angstelkade";"";"";"";""
"Kanaalzone sector Nieuwersluis";"";"";"";""
"Poldergebied Loenersloot";0;0;"";""
"Loenersloot Binnenweg";0;0;"";""
"Loenersloot Dorp";0;0;"";""
"Poldergebied Loenersloot";"";"";"";""
"Oud-Zuilen";0;0;"";""
"Verbindingswegen";"";"";"";""
"Industrieterrein Maarssenbroek";"";"";"";""
"Fazantenkamp";0;0;"";""
"Boomstede";0;0;"";""
"Reigerskamp";0;0;"";""
"Zwanenkamp";0;1;"";""
"Valkenkamp";0;0;"";""
"Duivenkamp";0;0;"";""
"Bloemstede";0;0;"";""
"Zebraspoor";0;0;"";""
"Pauwenkamp";0;0;"";""
"Kamelenspoor";0;0;"";""
"Antilopespoor";0;0;"";""
"Bisonspoor";0;0;"";""
"Spechtenkamp";0;0;"";""
"Kern Axel";2;2;"";""
"Buitengebied Axel";0;0;"";""
"Kern Biervliet";0;0;"";""
"Buitengebied Biervliet";0;0;"";""
"Kern Hoek";1;1;"";""
"Buitengebied Hoek";0;0;"";""
"Kern Koewacht";0;1;"";""
"Buitengebied Koewacht";0;0;"";""
"Kern Overslag";0;0;"";""
"Buitengebied Overslag";"";"";"";""
"Kern Philippine";0;1;"";""
"Buitengebied Philippine";0;0;"";""
"Kern Sas van Gent";1;1;"";""
"Buitengebied Sas van Gent";0;0;"";""
"Kern Sluiskil";0;1;"";""
"Buitengebied Sluiskil";0;0;"";""
"Kern Spui";0;0;"";""
"Buitengebied Spui";"";"";"";""
"Buitengebied Terneuzen";"";"";"";""
"Binnenstad-Java";0;0;"";""
"Noordpolder";0;0;"";""
"Serlippenspolder";0;0;"";""
"Zuiderpark";0;0;"";""
"Lievenspolder";1;1;"";""
"Triniteit";0;0;"";""
"Noorderdokken";0;0;"";""
"Handelspoort";"";"";"";""
"Zuidpoort";"";"";"";""
"Zevenaar";"";"";"";""
"Oude Vaart";0;0;"";""
"Driewegen";0;0;"";""
"Oudelandse Hoeve";0;0;"";""
"Katspolder";0;0;"";""
"Zeldenrust";1;1;"";""
"Othene";1;2;"";""
"Kern Westdorpe";0;1;"";""
"Buitengebied Westdorpe";0;0;"";""
"Kern Zaamslag";0;1;"";""
"Buitengebied Zaamslag";"";"";"";""
"Kern Zuiddorpe";0;0;"";""
"Buitengebied Zuiddorpe";0;0;"";""
"West-Terschelling";"";"";"";""
"Verspreide huizen West-Terschelling";"";"";"";""
"Midsland";0;0;"";""
"Verspreide huizen Midsland-Zuid";"";"";"";""
"Verspreide huizen Midsland-Noord";"";"";"";""
"Formerum";0;0;"";""
"Verspreide huizen Formerum-Zuid";0;0;"";""
"Verspreide huizen Formerum-Noord";"";"";"";""
"Lies";"";"";"";""
"Verspreide huizen Lies-Zuid";"";"";"";""
"Koegelwieck";"";"";"";""
"Hoorn";0;"";"";""
"Verspreide huizen Hoorn-Zuid";0;"";"";""
"Oosterend";"";"";"";""
"Verspreide huizen Oosterend-Zuid";"";"";"";""
"De Boschplaat";"";"";"";""
"Den Burg";1;2;"";""
"De Koog";0;0;"";""
"Oosterend";0;0;"";""
"De Waal";0;0;"";""
"Oudeschild";0;0;"";""
"Den Hoorn";0;0;"";""
"Verspreide huizen Op Het Oude Land";0;0;"";""
"Verspreide huizen De Kuil, Hoornder Nieuwland";0;0;"";""
"Verspreide huizen De Koog en het Duingebied";0;0;"";""
"De Cocksdorp";0;0;"";""
"Verspreide huizen in de polders Eierland en Eendracht";0;0;"";""
"Verspreide huizen in de polder Het Noorden";0;0;"";""
"Verspreide huizen in de polders Burger Nieuwland";0;0;"";""
"De Rodes";0;0;"";""
"De Knip";0;0;"";""
"Everlasting";0;0;"";""
"Over de Brug";0;0;"";""
"Bloemenbuurt";0;0;"";""
"Kruiden Noord";0;0;"";""
"Kruiden Zuid";0;0;"";""
"Vissenbuurt";0;0;"";""
"Schouten";0;0;"";""
"Componisten";0;0;"";""
"Bollenbuurt";0;1;"";""
"Bolbloemen";0;0;"";""
"Hooghkamer";"";0;"";""
"Berg en Dal";0;"";"";""
"Buurtschap Teijlingen";0;"";"";""
"Boekhorstpolder";0;"";"";""
"Elsgeesterpolder";0;"";"";""
"Voorhout buitengebied";0;0;"";""
"Postbuurt";0;0;"";""
"Vliegeniersbuurt";0;0;"";""
"Wasbeek";0;0;"";""
"Langeveld";0;0;"";""
"Bomenbuurt";0;0;"";""
"Kooibuurt";0;0;"";""
"Kagerweide";0;"";"";""
"Planetenbuurt";0;0;"";""
"Mennepark";0;0;"";""
"De Hoven";0;0;"";""
"Vrouwenpolderbuurt";0;0;"";""
"Bloemenbuurt";0;"";"";""
"Rode Molenbuurt";0;"";"";""
"Wetenschapsbuurt";0;"";"";""
"Jagtlust";0;0;"";""
"Klinkenberg";0;"";"";""
"Overteylingen";0;0;"";""
"Kasteelbuurt";0;0;"";""
"Horsten en Vorsten";0;0;"";""
"Koningshuysbuurt";0;0;"";""
"Oranjebuurt";0;0;"";""
"Centrum";0;0;"";""
"Ter Leede";0;0;"";""
"Vogelbuurt";0;0;"";""
"Sassenheim buitengebied Noord";0;"";"";""
"Sassenheim buitengebied Oost";0;"";"";""
"Sassenheim buitengebied Zuid";0;"";"";""
"Middelbuurt";0;0;"";""
"Kloosterland-Endepoel";0;0;"";""
"Westeinde-Lommerlust";0;"";"";""
"Veerpolder";0;"";"";""
"Hennepoel";0;"";"";""
"Warmond buitengebied-Oosteinde";0;0;"";""
"Tholen";2;2;"";""
"Verspreide huizen Tholen";0;0;"";""
"Poortvliet";0;0;"";""
"Verspreide huizen Poortvliet";0;0;"";""
"Scherpenisse";0;0;"";""
"Verspreide huizen Scherpenisse";0;0;"";""
"Sint-Maartensdijk";1;1;"";""
"Verspreide huizen Sint-Maartensdijk";0;0;"";""
"Stavenisse";0;0;"";""
"Verspreide huizen Stavenisse";0;0;"";""
"Sint-Annaland";1;1;"";""
"Verspreide huizen Sint-Annaland";0;0;"";""
"Oud-Vossemeer";1;1;"";""
"Verspreide huizen Oud-Vossemeer";0;0;"";""
"Sint Philipsland";0;1;"";""
"Verspreide huizen Sint Philipsland";0;0;"";""
"Anna Jacobapolder";0;0;"";""
"Binnenstad";0;0;"";""
"Sterrebos";0;0;"";""
"Hertogenwijk";0;0;"";""
"Burgemeesterswijk";0;0;"";""
"Stationsbuurt";0;0;"";""
"Santwijck";0;0;"";""
"De Lok";0;0;"";""
"Het Ooij";0;0;"";""
"Latenstein";0;0;"";""
"Tiel-West";0;0;"";""
